Date;MeanTemp;Max;Min
15.03.2018;5.7;6.2;5.2
14.03.2018;5.9;6.2;5.5
13.03.2018;5.9;6.3;5.3
12.03.2018;6;6.5;5.5
11.03.2018;5.8;6;5.6
10.03.2018;5.8;6.1;5.6
09.03.2018;5.4;6.1;5
08.03.2018;5;5.8;4.5
07.03.2018;5.3;5.8;4.9
06.03.2018;5.1;5.4;4.9
05.03.2018;5.1;6;4.8
04.03.2018;4.1;4.8;3.5
03.03.2018;2.8;3.6;2.3
02.03.2018;1.7;2.8;1.2
01.03.2018;1;1.6;0.5
28.02.2018;0.9;1.4;0.4
27.02.2018;1.2;1.5;0.9
26.02.2018;1.4;1.9;1
25.02.2018;2;2.7;1.5
24.02.2018;2.7;3;2.4
23.02.2018;2.8;3;2.5
22.02.2018;3.2;3.5;2.8
21.02.2018;3.6;4.1;3.1
20.02.2018;3.5;3.7;3.2
19.02.2018;3.6;4.1;3.3
18.02.2018;3.5;3.7;3.2
17.02.2018;3.1;3.5;2.9
16.02.2018;3.2;3.7;2.9
15.02.2018;2.6;3.4;2.1
14.02.2018;3.1;3.5;2.7
13.02.2018;3.7;4;3.4
12.02.2018;4.2;4.6;4
11.02.2018;4;4.3;3.7
10.02.2018;3.9;4.2;3.6
09.02.2018;3.9;4.2;3.7
08.02.2018;3.6;4.4;3.1
07.02.2018;3.5;3.8;3.2
06.02.2018;3.7;4.3;3.2
05.02.2018;4;4.2;3.7
04.02.2018;3.9;4;3.7
03.02.2018;4;4.3;3.9
02.02.2018;4.3;4.5;4.1
01.02.2018;4.9;5.5;4.6
31.01.2018;5.2;5.5;4.9
30.01.2018;5;5.3;4.7
29.01.2018;5;5.5;4.7
28.01.2018;4.9;5.3;4.6
27.01.2018;4.4;4.7;4.2
26.01.2018;4.3;4.6;4.1
25.01.2018;4.3;4.5;4.1
24.01.2018;4;4.3;3.5
23.01.2018;3.6;3.9;3.3
22.01.2018;3.4;3.8;3
21.01.2018;3.7;3.9;3.4
20.01.2018;3.7;4;3.3
19.01.2018;4.2;4.4;3.4
18.01.2018;3.6;4.3;3.1
17.01.2018;4.1;4.6;3.4
16.01.2018;4.3;4.6;4
15.01.2018;4.1;4.3;3.9
14.01.2018;4.3;4.4;4.2
13.01.2018;4.5;4.7;4.3
12.01.2018;4.7;5.1;4.3
11.01.2018;4.4;4.9;3.9
10.01.2018;4.3;4.6;4.1
09.01.2018;4.6;4.9;4.4
08.01.2018;4.6;4.8;4.4
07.01.2018;4.3;4.6;4.2
06.01.2018;5;5.1;4.6
05.01.2018;4.7;5.2;4.4
04.01.2018;4.1;4.6;3.9
03.01.2018;4.1;4.4;4
02.01.2018;4.1;4.4;3.9
01.01.2018;4.1;4.4;3.9
31.12.2017;4.5;4.8;4
30.12.2017;3.5;4;3.1
29.12.2017;3.4;3.7;3.3
28.12.2017;3.9;4.1;3.7
27.12.2017;3.8;4.2;3.5
26.12.2017;3.7;4;3.4
25.12.2017;4.1;4.4;4
24.12.2017;4.6;4.8;4.4
23.12.2017;4.6;5.3;4.3
22.12.2017;4.8;5.1;4.6
21.12.2017;4.9;5.2;4.6
20.12.2017;4.8;5.5;4.2
19.12.2017;4.3;4.8;3.9
18.12.2017;4.2;4.5;4.1
17.12.2017;4.3;4.7;4.1
16.12.2017;4.2;4.5;4
15.12.2017;4.4;5;4.1
14.12.2017;4.2;4.4;4.1
13.12.2017;4.1;4.8;3.9
12.12.2017;4.5;5;4.3
11.12.2017;4.3;4.8;3.7
10.12.2017;3.6;4;3.3
09.12.2017;4.2;4.6;3.8
08.12.2017;4.7;4.9;4.6
07.12.2017;4.9;5.3;4.7
06.12.2017;5.2;5.6;5
05.12.2017;5.4;5.8;4.9
04.12.2017;4.9;5.2;4.6
03.12.2017;4.8;5.1;4.7
02.12.2017;5.1;5.4;4.9
01.12.2017;5.3;5.7;5
30.11.2017;5.9;6.5;5.5
29.11.2017;6.3;6.7;5.9
28.11.2017;5.8;6;5.6
27.11.2017;5.6;5.9;5.4
26.11.2017;6.3;6.9;5.9
25.11.2017;6.7;7;6.5
24.11.2017;6.5;7;6.1
23.11.2017;6.4;7;6
22.11.2017;7.1;7.5;6.8
21.11.2017;6.9;7.5;6.4
20.11.2017;6.5;6.9;6.2
19.11.2017;6.7;6.9;6.6
18.11.2017;6.9;7.1;6.8
17.11.2017;7;7.5;6.7
16.11.2017;7.1;7.5;6.7
15.11.2017;7.3;7.5;6.8
14.11.2017;7.4;7.8;7
13.11.2017;7.5;7.7;7.2
12.11.2017;7.8;8.1;7.6
11.11.2017;8.1;8.5;7.9
10.11.2017;8.2;8.4;8.1
09.11.2017;8.6;9.1;8.2
08.11.2017;8.6;9.2;8.2
07.11.2017;8.2;8.9;7.5
06.11.2017;8.4;8.8;7.6
05.11.2017;8.7;9.3;8.4
04.11.2017;9.2;9.7;8.8
03.11.2017;9.7;10.2;9.2
02.11.2017;8.7;9.4;8.2
01.11.2017;8.3;8.6;8
31.10.2017;8.5;8.7;8.3
30.10.2017;8.8;9.2;8.7
29.10.2017;9.3;9.5;9.2
28.10.2017;9.5;10.5;9.2
27.10.2017;10.4;11.1;10.1
26.10.2017;10.6;10.9;10.1
25.10.2017;10.4;11.5;9.8
24.10.2017;10.3;11.1;9.9
23.10.2017;10.5;11.1;10.3
22.10.2017;11.3;11.9;11
21.10.2017;11.7;12.1;11.2
20.10.2017;11.5;12;10.7
19.10.2017;11.5;12.1;10.6
18.10.2017;11.7;12.2;10.9
17.10.2017;11.7;12.4;10.8
16.10.2017;11.8;12.4;11
15.10.2017;11.5;12.2;10.7
14.10.2017;11.4;12.1;10.7
13.10.2017;11.6;12.3;10.9
12.10.2017;11.4;12.2;10.7
11.10.2017;11.5;12.2;11
10.10.2017;11.2;11.8;10.9
09.10.2017;11.2;11.7;10.6
08.10.2017;10.8;11;10.7
07.10.2017;10.8;10.9;10.7
06.10.2017;11.6;12.2;10.8
05.10.2017;12.1;12.9;11.3
04.10.2017;11.9;12.2;11.4
03.10.2017;12.4;12.7;12
02.10.2017;12.2;12.7;11.7
01.10.2017;12.8;13.3;12.4
30.09.2017;12.9;13.2;12.5
29.09.2017;13;13.6;12.5
28.09.2017;12.8;13.6;12.1
27.09.2017;12.7;13.6;11.8
26.09.2017;12.6;13.5;11.7
25.09.2017;12.7;13.5;12.1
24.09.2017;12.5;13.1;11.8
23.09.2017;12.2;13.1;11.3
22.09.2017;11.9;12.5;11.2
21.09.2017;11.6;12.2;10.9
20.09.2017;11.6;12;11.3
19.09.2017;12.2;12.5;11.8
18.09.2017;12.3;13.2;11.6
17.09.2017;12;12.4;11.5
16.09.2017;12.1;12.6;11.6
15.09.2017;12.1;12.7;11.4
14.09.2017;12.5;12.8;11.9
13.09.2017;12.6;13.3;12
12.09.2017;12.8;13.4;12.5
11.09.2017;13;13.6;12.4
10.09.2017;13;13.1;12.8
09.09.2017;13.4;13.7;13.1
08.09.2017;13.2;13.7;12.6
07.09.2017;13.4;13.6;13.1
06.09.2017;13.7;14;13.4
05.09.2017;13.6;14.1;13.3
04.09.2017;13.4;13.9;13
03.09.2017;13.4;13.6;13.3
02.09.2017;14.2;14.6;13.5
01.09.2017;15.5;16.7;14.6
31.08.2017;17.2;18;16.7
30.08.2017;17.3;18.9;16.2
29.08.2017;17;18.1;15.8
28.08.2017;17.4;18.4;16.5
27.08.2017;17.2;18.2;16.3
26.08.2017;17.4;18.5;16.3
25.08.2017;17.2;18;15.8
24.08.2017;16.7;18.1;15.6
23.08.2017;15.8;17.1;14.6
22.08.2017;15.2;16.1;14.2
21.08.2017;15.4;15.9;14.8
20.08.2017;15.3;15.7;14.8
19.08.2017;16;16.7;15.3
18.08.2017;16.6;17.3;15.9
17.08.2017;16.4;17;15.8
16.08.2017;16.5;17.2;15.8
15.08.2017;15.9;16.8;15.1
14.08.2017;15.4;16.2;14.9
13.08.2017;14.7;15.8;13.9
12.08.2017;14.1;14.4;13.8
11.08.2017;14.3;15.1;13.8
10.08.2017;15.7;16.3;15.1
09.08.2017;16.9;17.2;16.3
08.08.2017;16.1;16.9;15.7
07.08.2017;16.1;17.1;14.9
06.08.2017;17.1;18.4;16.7
05.08.2017;17.6;18.4;16.7
04.08.2017;17.7;18.6;16.8
03.08.2017;17.9;18.7;16.8
02.08.2017;18.1;19.3;16.9
01.08.2017;16.8;17.8;15.6
31.07.2017;16.1;16.7;15.3
30.07.2017;15.1;15.7;14.6
29.07.2017;14.3;15;13.6
28.07.2017;14.3;14.5;14
27.07.2017;13.8;14.5;13.2
26.07.2017;14.7;15.2;13.7
25.07.2017;15.3;15.8;14.8
24.07.2017;16.7;17.3;15.8
23.07.2017;17.7;18.8;17.2
22.07.2017;18;19.3;16.9
21.07.2017;17.9;18.9;16.6
20.07.2017;18.8;19.5;17.9
19.07.2017;18.9;20.2;17.3
18.07.2017;18.7;19.8;17.4
17.07.2017;17.4;18.9;16.2
16.07.2017;16;17.2;15.1
15.07.2017;16.2;17;15.8
14.07.2017;17.3;18.2;16.7
13.07.2017;18.5;19.4;17.5
12.07.2017;18.3;19.1;17.4
11.07.2017;18.3;19.3;17.8
10.07.2017;19.2;20;18.3
09.07.2017;18.7;19.5;17.7
08.07.2017;19.8;20.8;18.8
07.07.2017;20.1;21;18.9
06.07.2017;19.7;20.9;18.6
05.07.2017;18.7;20.3;17.2
04.07.2017;16.9;18.8;15.2
03.07.2017;16.6;17.1;16.1
02.07.2017;16.8;17.5;16.4
01.07.2017;17.6;18.2;16.7
30.06.2017;18.4;19.5;17.2
29.06.2017;19.2;19.8;18.5
28.06.2017;20;20.7;19.3
27.06.2017;20.1;20.9;19.4
26.06.2017;19.3;20.3;17.9
25.06.2017;19.1;20.1;18.3
24.06.2017;20.3;21.1;19.6
23.06.2017;20.6;21.1;20.2
22.06.2017;20.3;21.1;19.5
21.06.2017;20.4;21.3;19.5
20.06.2017;19.4;20.6;18.6
19.06.2017;18.6;19.7;17.2
18.06.2017;17.3;18;16.5
17.06.2017;17.2;18.6;16.4
16.06.2017;18.6;19.3;17.6
15.06.2017;17.7;19.3;16.3
14.06.2017;17.4;18.3;16.3
13.06.2017;17.7;18.7;16.7
12.06.2017;17.1;17.9;16
11.06.2017;16.3;18.2;14.9
10.06.2017;15.8;17;14.6
09.06.2017;14.7;16.3;13.2
08.06.2017;14;15.1;12.9
07.06.2017;13.6;14.3;13
06.06.2017;14.7;15.3;13.8
05.06.2017;14.5;15.5;13.6
04.06.2017;16.1;17.5;15.5
03.06.2017;16.4;17.6;15.3
02.06.2017;15.9;16.9;14.8
01.06.2017;16.7;17.8;15.4
31.05.2017;17.2;18.1;16.4
30.05.2017;17.4;18.8;16.3
29.05.2017;16.9;18.5;15.5
28.05.2017;15.5;16.4;14.3
27.05.2017;14.8;16;13.6
26.05.2017;13.8;15.2;12.6
25.05.2017;13.1;13.8;12.3
24.05.2017;13.4;14.1;12.5
23.05.2017;13.6;14.6;12.3
22.05.2017;13.3;14.4;11.9
21.05.2017;12.5;13.3;11.6
20.05.2017;12.7;13.4;12.1
19.05.2017;13.8;15;12.5
18.05.2017;13.5;14.6;12.1
17.05.2017;12.7;14.1;11.2
16.05.2017;11.8;12.6;11.1
15.05.2017;11.4;11.8;10.9
14.05.2017;11.4;11.9;10.9
13.05.2017;11.4;12.3;10.8
12.05.2017;11.4;12.3;10.6
11.05.2017;10.3;11.3;9.4
10.05.2017;8.8;10.1;7.8
09.05.2017;8.2;8.6;8
08.05.2017;8.9;9.1;8.7
07.05.2017;9.7;10.2;9
06.05.2017;9.8;11;8.7
05.05.2017;9;9.5;8.6
04.05.2017;8.7;9.1;8.3
03.05.2017;9;9.4;8.7
02.05.2017;8.2;9.1;7.5
01.05.2017;8.9;9.5;8.1
30.04.2017;8.5;9.6;7.4
29.04.2017;6.7;8.3;5.7
28.04.2017;6.3;6.7;6
27.04.2017;6.9;7.5;6.6
26.04.2017;8.4;9.2;7.6
25.04.2017;9;9.6;8.1
24.04.2017;8;10.3;6.6
23.04.2017;8.2;8.5;7.6
22.04.2017;7.6;8.3;6.8
21.04.2017;7.1;8.5;6.2
20.04.2017;6.7;7.2;6.1
19.04.2017;6.5;7;6.1
18.04.2017;7.2;7.7;6.8
17.04.2017;8;8.6;7.7
16.04.2017;9.1;9.4;8.6
15.04.2017;9.3;9.5;9.1
14.04.2017;9.3;9.8;9
13.04.2017;9.8;10.6;9.3
12.04.2017;9.8;10.6;9.2
11.04.2017;10.9;12;10.2
10.04.2017;11.1;12;10.4
09.04.2017;9.9;10.5;9.3
08.04.2017;8.7;9.8;7.8
07.04.2017;8;8.5;7.3
06.04.2017;8.4;8.8;8.2
05.04.2017;8.8;9.3;8.5
04.04.2017;9.6;10.3;9.3
03.04.2017;10;10.5;9.6
02.04.2017;9.9;10.4;9.4
01.04.2017;9.9;10.5;9.1
31.03.2017;9.7;10.6;8.9
30.03.2017;9.1;9.8;8.3
29.03.2017;8.8;9.4;7.9
28.03.2017;8.1;9;7.4
27.03.2017;7.7;8.3;6.8
26.03.2017;7.4;7.9;6.7
25.03.2017;7.7;8.2;7.2
24.03.2017;8.2;8.8;7.7
23.03.2017;8.2;8.9;7.3
22.03.2017;7.9;8.5;7.5
21.03.2017;8;8.8;7.1
20.03.2017;7.7;8.2;7.1
19.03.2017;7.3;7.7;7
18.03.2017;7.6;8;7.3
17.03.2017;7.1;8.3;5.9
16.03.2017;6.8;7.9;5.8
15.03.2017;6.5;7.4;5.8
14.03.2017;6.1;7.1;5.3
13.03.2017;5.7;6.6;5
12.03.2017;5.6;6.4;5.2
11.03.2017;5;5.7;4.5
10.03.2017;5.1;5.5;4.9
09.03.2017;5.6;6;5.2
08.03.2017;5.1;5.8;4.7
07.03.2017;5.8;6.1;5.5
06.03.2017;5.9;6.3;5.6
05.03.2017;6;6.4;5.5
04.03.2017;5.4;6.5;4.8
03.03.2017;5.2;5.8;4.6
02.03.2017;5.4;6;4.9
01.03.2017;4.7;5.3;4.4
28.02.2017;4.9;5.6;4.4
27.02.2017;4.9;5.7;4.3
26.02.2017;4.7;5.3;4.1
25.02.2017;4.6;5;4.2
24.02.2017;5.5;6.2;5.1
23.02.2017;5.8;6.2;5.4
22.02.2017;5.5;5.8;5.1
21.02.2017;5.4;5.9;5
20.02.2017;4.7;5;4.5
19.02.2017;4;4.6;3.5
18.02.2017;4;4.2;3.8
17.02.2017;4.4;5;4
16.02.2017;4;4.2;3.8
15.02.2017;3.9;4.7;3.6
14.02.2017;3.6;4.6;2.7
13.02.2017;3.5;3.9;3.1
12.02.2017;3.4;3.6;3.1
11.02.2017;3.6;4.1;3.3
10.02.2017;3.8;4.5;3.4
09.02.2017;4.3;4.8;3.6
08.02.2017;4.8;5.2;4.2
07.02.2017;4.4;5.4;3.9
06.02.2017;4.1;4.4;3.9
05.02.2017;3.9;4.3;3.6
04.02.2017;4;4.3;3.6
03.02.2017;3.6;4.3;3.2
02.02.2017;3.2;4.1;2.4
01.02.2017;2.9;3.6;2.4
31.01.2017;3.6;4.5;2.6
30.01.2017;2.2;2.8;1.7
29.01.2017;1.8;2.4;1.2
28.01.2017;1.3;1.8;1
27.01.2017;1.7;2.6;1.2
26.01.2017;2.1;2.6;1.6
25.01.2017;1.8;2.3;1.6
24.01.2017;1.4;1.8;1.1
23.01.2017;1.4;2.5;0.4
22.01.2017;1;1.8;0.4
21.01.2017;1;1.6;0.7
20.01.2017;1.6;2.2;1.2
19.01.2017;2.3;2.6;2
18.01.2017;2.5;3.2;2.2
17.01.2017;2.9;3.5;2.4
16.01.2017;3;3.5;2.5
15.01.2017;2.8;3.2;2.7
14.01.2017;3.5;3.9;3.1
13.01.2017;4.5;5;3.9
12.01.2017;4.2;5;3.4
11.01.2017;3.7;4.6;3
10.01.2017;3.5;4;2.8
09.01.2017;2.9;3.7;1.8
08.01.2017;1.7;2.5;1.1
07.01.2017;1.5;2;1.1
06.01.2017;2.9;3.5;1.9
05.01.2017;3.5;3.8;3.1
04.01.2017;4;4.7;3.3
03.01.2017;3.7;4.6;2.8
02.01.2017;2.9;3.3;2.7
01.01.2017;2.9;3.4;2.8
31.12.2016;3.2;3.4;3.1
30.12.2016;4;4.3;3.4
29.12.2016;4.6;5.1;4.1
28.12.2016;5.5;6.3;5.2
27.12.2016;5.9;6.4;5.5
26.12.2016;6;6.4;5.6
25.12.2016;5.5;5.7;5.2
24.12.2016;5;5.7;4.5
23.12.2016;4.5;5.2;4.1
22.12.2016;4.7;5.4;4.3
21.12.2016;5;5.6;4.5
20.12.2016;5.2;5.7;4.6
19.12.2016;5.6;6.5;4.9
18.12.2016;5;5.3;4.9
17.12.2016;5.1;5.6;4.9
16.12.2016;5.8;6.4;5
15.12.2016;5.6;6.2;5.1
14.12.2016;5.9;6.4;5.1
13.12.2016;5.8;6.6;5.1
12.12.2016;6;6.7;4.6
11.12.2016;4.6;4.7;4.5
10.12.2016;4.9;5.2;4.6
09.12.2016;4.8;5.5;4.5
08.12.2016;4.8;5.2;4.4
07.12.2016;4.6;4.9;4.4
06.12.2016;5.4;6.1;4.8
05.12.2016;6;6.5;5.5
04.12.2016;5.6;5.7;5.5
03.12.2016;5.9;6.3;5.4
02.12.2016;5.9;7.5;5.4
01.12.2016;5.6;6.2;4.9
30.11.2016;4.8;5.3;4.5
29.11.2016;5.8;6.4;4.9
28.11.2016;7;7.7;6
27.11.2016;7.9;7.9;7.7
26.11.2016;7.8;7.8;7.7
25.11.2016;8;8.2;7.6
24.11.2016;8.1;8.4;7.8
23.11.2016;8.4;9.2;8
22.11.2016;8.1;9.1;7.7
21.11.2016;7.2;8;6.5
20.11.2016;7.4;7.9;7.2
19.11.2016;8.1;8.2;7.9
18.11.2016;7.8;8.5;7.3
17.11.2016;8.1;8.3;7.7
16.11.2016;7.7;8.3;7
15.11.2016;6.6;7.4;6
14.11.2016;6.5;7.1;6
13.11.2016;6.6;6.9;6.3
12.11.2016;7.3;7.7;6.9
11.11.2016;8.2;8.8;7.7
10.11.2016;8.2;8.8;7.7
09.11.2016;7.9;8.4;7.2
08.11.2016;7.8;8.3;7.3
07.11.2016;8.1;8.4;7.5
06.11.2016;9.1;9.4;8.3
05.11.2016;9;9.2;8.8
04.11.2016;8.8;9.1;8.5
03.11.2016;9.7;10.5;9.1
02.11.2016;9.8;10.3;9.4
01.11.2016;10;10.2;9.7
31.10.2016;10.4;10.9;10.1
30.10.2016;10.2;10.5;9.9
29.10.2016;10.5;10.9;10.2
28.10.2016;10.6;11.2;10.2
27.10.2016;11.1;11.8;10.8
26.10.2016;11.6;12.1;11.3
25.10.2016;11.9;12.7;10.9
24.10.2016;11;11.7;10.4
23.10.2016;10;10.4;9.6
22.10.2016;9.9;10.2;9.7
21.10.2016;10.6;12.2;9.8
20.10.2016;11.8;12.6;10.8
19.10.2016;12.1;12.6;11.4
18.10.2016;12.5;13.4;11.8
17.10.2016;12.5;14;11.8
16.10.2016;11.9;12.5;11.6
15.10.2016;11.1;11.7;10.5
14.10.2016;10.4;11.1;10
13.10.2016;10.5;11.5;10
12.10.2016;10.6;11.4;10.4
11.10.2016;10.6;10.9;10.4
10.10.2016;11.1;11.5;10.8
09.10.2016;11.7;12.2;11.4
08.10.2016;11.8;12;11.7
07.10.2016;12.2;12.6;11.9
06.10.2016;12.2;12.5;11.9
05.10.2016;12.7;13.5;12
04.10.2016;13.6;13.9;13.1
03.10.2016;13.7;14.2;13.4
02.10.2016;14.3;14.8;13.6
01.10.2016;14.7;15.4;14
30.09.2016;14.9;15.7;14.2
29.09.2016;15;15.6;14.3
28.09.2016;14.7;15.3;14
27.09.2016;15;15.7;14.2
26.09.2016;15;16;14.1
25.09.2016;14.3;14.9;13.4
24.09.2016;14.2;14.9;13.3
23.09.2016;14.3;15.1;13.2
22.09.2016;14.3;15.3;13.2
21.09.2016;14.1;14.7;13.4
20.09.2016;13.8;14.5;13.1
19.09.2016;14.4;15;13.3
18.09.2016;14.3;14.8;14.1
17.09.2016;15.7;16.7;14.8
16.09.2016;17.6;18.2;16.7
15.09.2016;17.9;18.4;17.2
14.09.2016;17.9;18.9;17.1
13.09.2016;18;19.1;17.1
12.09.2016;18.1;18.9;17.1
11.09.2016;17.3;17.7;16.7
10.09.2016;17.3;17.9;16.6
09.09.2016;17.5;18.4;16.6
08.09.2016;16.9;17.9;16.1
07.09.2016;16.4;17.3;15.6
06.09.2016;16.3;17.3;15.8
05.09.2016;17.1;17.5;16.2
04.09.2016;16.8;17.4;16.4
03.09.2016;16.9;18.1;16.3
02.09.2016;17.4;18.3;16.7
01.09.2016;17.4;18.2;16.5
31.08.2016;17.5;18.2;16.6
30.08.2016;17.8;18.4;17.2
29.08.2016;18.6;19.1;18
28.08.2016;18.2;18.8;17.6
27.08.2016;18;18.8;16.9
26.08.2016;17.7;19.2;16.5
25.08.2016;17.5;19;16.5
24.08.2016;17;18.4;15.7
23.08.2016;16.3;17.8;15.2
22.08.2016;15.5;16.5;14.7
21.08.2016;15.9;16.8;15.3
20.08.2016;16.5;17.2;15.6
19.08.2016;16.4;17.5;15.3
18.08.2016;16.8;17.7;15.7
17.08.2016;16.8;17.6;15.7
16.08.2016;16.6;17.7;15.5
15.08.2016;16.3;17.1;15.2
14.08.2016;15.7;16.8;14.6
13.08.2016;14.5;15.7;13.6
12.08.2016;13.9;14.2;13.7
11.08.2016;13.8;14.5;13.4
10.08.2016;13.9;14.1;13.6
09.08.2016;15.2;16;14.1
08.08.2016;15.7;16.4;14.9
07.08.2016;15.2;15.9;14.6
06.08.2016;14.8;15.2;14.2
05.08.2016;16.7;18.4;15
04.08.2016;17.7;19;16.3
03.08.2016;16.8;18;15.6
02.08.2016;16;16.6;15.4
01.08.2016;16.4;16.7;16
31.07.2016;17.4;18.5;16.8
30.07.2016;17.6;18.9;16.2
29.07.2016;17.4;18.3;16.3
28.07.2016;17.3;18.3;16
27.07.2016;17.1;17.9;16.1
26.07.2016;17.4;18.1;16.5
25.07.2016;17.5;18.1;16.6
24.07.2016;16.7;17.5;15.9
23.07.2016;16.8;17.4;16.1
22.07.2016;17.1;18;16
21.07.2016;17.2;18.1;16
20.07.2016;17;18.3;15.5
19.07.2016;16.9;18;15.7
18.07.2016;15.9;17.2;14.5
17.07.2016;14.2;14.9;13.7
16.07.2016;13.8;14.3;13.3
15.07.2016;13.7;14.1;13.2
14.07.2016;14.3;14.6;13.7
13.07.2016;15.6;16.3;14.6
12.07.2016;18.2;20;16.3
11.07.2016;19.3;20.8;18
10.07.2016;17.5;19;16.1
09.07.2016;17.3;18.5;15.7
08.07.2016;16.9;18.2;15.3
07.07.2016;16.3;17.8;14.8
06.07.2016;16.3;17.3;15.3
05.07.2016;16.2;17.4;14.8
04.07.2016;15.7;16.8;14.5
03.07.2016;15.1;15.5;14.5
02.07.2016;16.1;16.8;15.3
01.07.2016;16.4;17.5;14.9
30.06.2016;16.1;17;15.2
29.06.2016;16.1;17.2;14.8
28.06.2016;15.3;16.5;14.1
27.06.2016;14.6;15.4;13.8
26.06.2016;15.6;16.7;14.4
25.06.2016;17.1;18.2;15.7
24.06.2016;17.2;18.8;15.2
23.06.2016;16.2;17.5;14.5
22.06.2016;14.8;16.2;13.3
21.06.2016;13.9;14.7;13.2
20.06.2016;13.4;14.3;12.5
19.06.2016;13;13.5;12.8
18.06.2016;13.5;13.7;13.2
17.06.2016;13.9;14.6;13.3
16.06.2016;14.4;15.5;13.4
15.06.2016;14;14.9;13.2
14.06.2016;14;14.6;13.4
13.06.2016;14;14.6;13.5
12.06.2016;13.3;14;12.6
11.06.2016;13;13.7;12.7
10.06.2016;13;14.1;12.2
09.06.2016;13.3;13.6;12.9
08.06.2016;14.4;15.1;13.5
07.06.2016;14.5;15.8;13.4
06.06.2016;13.8;15.1;12.7
05.06.2016;13.1;13.4;12.8
04.06.2016;13.2;13.9;12.5
03.06.2016;13;14.1;12.1
02.06.2016;12.5;12.8;12.1
01.06.2016;12.9;13.4;12.4
31.05.2016;12.9;13.4;12.5
30.05.2016;13.9;14.7;12.9
29.05.2016;13.8;14.4;13.2
28.05.2016;14;14.7;13.2
27.05.2016;13.5;14.5;12.4
26.05.2016;12.4;13.3;11.4
25.05.2016;10.6;12.1;9.5
24.05.2016;10.3;11.4;9.5
23.05.2016;12.7;13.8;11.4
22.05.2016;12.9;14.3;11.5
21.05.2016;11.4;12.8;10.2
20.05.2016;10.2;10.9;9.6
19.05.2016;10.9;11.4;10.1
18.05.2016;10.5;11.8;9.4
17.05.2016;9.5;10.2;9.1
16.05.2016;9.2;9.4;9.1
15.05.2016;9.9;10.1;9.4
14.05.2016;10.3;10.7;10
13.05.2016;10.6;11.1;10.2
12.05.2016;11.8;13.1;11.1
11.05.2016;12.2;13.6;11
10.05.2016;12;12.9;11
09.05.2016;12.5;13.5;11.2
08.05.2016;11.9;12.8;10.7
07.05.2016;11.5;12.8;10.1
06.05.2016;10.8;12;9.4
05.05.2016;9.2;10.7;8.1
04.05.2016;9.3;9.8;8.7
03.05.2016;9.1;9.9;8.2
02.05.2016;9.2;9.7;8.4
01.05.2016;9.9;11;9.3
30.04.2016;9.7;11.1;8.2
29.04.2016;8.4;10;6.9
28.04.2016;7.8;8.7;6.8
27.04.2016;7.6;8.4;6.8
26.04.2016;7.5;8.1;7.2
25.04.2016;8;8.9;7.1
24.04.2016;9.3;10.3;8.8
23.04.2016;10.7;11.9;10.1
22.04.2016;10.8;12;9.4
21.04.2016;10.2;11.6;8.7
20.04.2016;9.6;10.8;8.4
19.04.2016;8.7;9.3;8.1
18.04.2016;8.8;9.2;8.3
17.04.2016;9.1;9.6;8.7
16.04.2016;8.8;9.6;8.2
15.04.2016;9;9.7;8.5
14.04.2016;9.9;10.5;9.2
13.04.2016;10.5;11.1;9.9
12.04.2016;10.1;10.9;9.1
11.04.2016;9;10.1;8
10.04.2016;8;8.8;7.4
09.04.2016;7.5;8.1;7.3
08.04.2016;8;8.4;7.9
07.04.2016;8.5;9.4;8.1
06.04.2016;9.7;10.4;9
05.04.2016;10;10.9;9.1
04.04.2016;9.6;10.9;8.6
03.04.2016;8.6;9.7;7.6
02.04.2016;8.1;9.1;7.5
01.04.2016;8.9;9.8;8.2
31.03.2016;8.7;9.8;7.7
30.03.2016;8.3;8.8;7.7
29.03.2016;7.9;8.6;7
28.03.2016;7.5;8.3;6.7
27.03.2016;6.8;7.7;6
26.03.2016;6.9;7.6;6.4
25.03.2016;6.5;6.9;6.3
24.03.2016;6.6;7.2;6.5
23.03.2016;6.7;7.3;6.5
22.03.2016;7;7.3;6.8
21.03.2016;7.2;7.6;7.1
20.03.2016;7.1;7.4;6.7
19.03.2016;6.6;7;6.2
18.03.2016;6.4;7;5.7
17.03.2016;5.7;6.8;4.7
16.03.2016;4.8;5.7;4.2
15.03.2016;5.2;6.2;4.7
14.03.2016;5.4;6.2;5.1
13.03.2016;5.4;5.7;5.2
12.03.2016;5.6;6.1;5.3
11.03.2016;5.5;6.2;4.9
10.03.2016;5.4;6.4;4.7
09.03.2016;4.8;5.6;4.3
08.03.2016;5;5.4;4.5
07.03.2016;4.8;5.5;4.3
06.03.2016;5.1;5.5;4.6
05.03.2016;5.3;5.7;4.8
04.03.2016;5;5.8;4.4
03.03.2016;5;5.3;4.6
02.03.2016;4.5;5.3;3.9
01.03.2016;4.1;4.5;3.9
29.02.2016;5.2;5.5;4.6
28.02.2016;4.7;5.3;4.3
27.02.2016;4.8;5.3;4.2
26.02.2016;5;5.7;4.5
25.02.2016;5;5.5;4.8
24.02.2016;5.3;5.7;5
23.02.2016;6;6.3;5.6
22.02.2016;5.8;6.2;5.4
21.02.2016;5.4;6.1;4.7
20.02.2016;4.4;5;4.2
19.02.2016;4.7;4.9;4.5
18.02.2016;4.9;5.4;4.7
17.02.2016;4.8;5.4;4.5
