MESS_DATUM,STATIONS_ID,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor,MeanTemp,Max,Min
20170627,1262,10,11.1,2.7,3,0.7,6,6.733,-999,6.2,18.6,957.58,20.6,78.0,26.0,16.4,15.1,eor,20.1,20.9,19.4
20170628,1262,10,12.0,2.9,3,9.9,6,4.783,-999,6.3,17.6,949.45,19.7,78.13,25.9,14.1,13.0,eor,20,20.7,19.3
20170629,1262,10,18.7,6.3,3,1.3,6,5.832999999999999,0,7.2,14.8,949.34,17.1,77.79,23.0,13.1,12.0,eor,19.2,19.8,18.5
20170630,1262,10,11.3,4.8,3,1.0,6,9.667,-999,5.3,11.9,956.45,17.5,61.08,23.3,13.0,12.4,eor,18.4,19.5,17.2
20170701,1262,10,15.3,6.1,3,0.1,6,8.433,-999,6.0,12.1,960.87,17.4,62.25,22.7,12.4,11.2,eor,17.6,18.2,16.7
20170702,1262,10,11.0,4.6,3,0.3,6,1.767,-999,7.6,14.6,966.91,16.2,79.63,19.7,13.3,12.9,eor,16.8,17.5,16.4
20170703,1262,10,10.5,2.8,3,0.0,6,6.15,-999,5.4,13.8,970.27,17.5,71.92,23.6,12.1,10.1,eor,16.6,17.1,16.1
20170704,1262,10,11.5,2.5,3,0.0,0,9.067,-999,3.5,14.2,968.95,18.9,67.88,25.5,11.4,8.9,eor,16.9,18.8,15.2
20170705,1262,10,9.4,2.1,3,0.0,0,15.017000000000001,0,1.9,14.6,966.41,21.2,63.58,29.9,10.1,8.1,eor,18.7,20.3,17.2
20170706,1262,10,7.2,1.8,3,0.0,6,14.3,-999,1.5,14.9,966.58,23.1,59.42,32.1,12.0,10.3,eor,19.7,20.9,18.6
20170707,1262,10,13.4,2.5,3,2.3,6,5.667000000000001,-999,5.5,17.8,965.72,21.8,70.58,29.9,14.2,12.9,eor,20.1,21.0,18.9
20170708,1262,10,9.6,3.4,3,0.0,6,9.333,-999,4.7,18.1,965.37,23.1,67.67,31.3,15.3,13.4,eor,19.8,20.8,18.8
20170709,1262,10,14.1,2.8,3,5.7,6,4.583,-999,6.6,18.7,962.81,20.7,77.88,28.3,16.1,15.3,eor,18.7,19.5,17.7
20170710,1262,10,14.4,4.1,3,4.2,6,5.132999999999999,-999,6.0,18.4,959.66,21.0,76.71,27.1,14.8,14.1,eor,19.2,20.0,18.3
20170711,1262,10,11.8,4.6,3,2.0,6,9.517000000000001,-999,6.5,15.8,963.05,19.5,71.42,25.1,15.4,14.2,eor,18.3,19.3,17.8
20170712,1262,10,18.2,4.9,3,2.2,6,3.783,-999,6.4,17.6,962.51,19.1,81.38,26.4,14.0,13.4,eor,18.3,19.1,17.4
20170713,1262,10,7.2,2.3,3,0.0,0,13.95,-999,2.5,11.0,968.34,16.1,62.63,22.0,9.3,7.4,eor,18.5,19.4,17.5
20170714,1262,10,12.7,3.0,3,7.1,6,3.733,-999,6.7,12.5,965.02,14.7,76.92,21.2,8.0,6.9,eor,17.3,18.2,16.7
20170715,1262,10,9.8,3.6,3,0.0,0,5.667000000000001,-999,6.6,11.6,969.74,14.7,71.5,19.8,10.3,9.1,eor,16.2,17.0,15.8
20170716,1262,10,6.2,1.4,3,0.0,0,13.183,-999,3.5,11.3,972.2,16.8,63.33,23.6,7.5,6.2,eor,16,17.2,15.1
20170717,1262,10,6.2,1.5,3,0.0,0,12.6,-999,2.8,13.7,969.54,19.0,66.08,26.7,8.8,7.7,eor,17.4,18.9,16.2
20170718,1262,10,8.9,2.0,3,0.0,0,13.033,-999,3.1,15.1,966.28,21.6,63.25,29.5,10.6,9.3,eor,18.7,19.8,17.4
20170719,1262,10,11.8,2.3,3,0.0,6,12.517000000000001,-999,3.6,16.0,962.35,24.4,56.42,32.4,15.6,14.1,eor,18.9,20.2,17.3
20170720,1262,10,14.4,3.4,3,1.1,6,7.117000000000001,-999,6.3,16.3,962.28,21.0,67.79,28.4,12.9,11.6,eor,18.8,19.5,17.9
20170721,1262,10,14.2,3.2,3,0.0,0,12.433,-999,4.1,16.3,962.13,21.0,69.46,28.6,11.7,10.0,eor,17.9,18.9,16.6
20170722,1262,10,8.7,2.5,3,5.1,6,7.8,-999,4.9,16.3,962.93,21.5,66.33,28.8,15.2,13.4,eor,18,19.3,16.9
20170723,1262,10,17.1,3.3,3,2.0,6,1.35,-999,7.1,17.1,964.98,18.6,80.71,22.6,15.6,14.7,eor,17.7,18.8,17.2
20170724,1262,10,16.1,4.0,3,3.4,6,0.6829999999999999,-999,7.3,16.0,958.87,15.7,89.0,18.1,11.7,10.6,eor,16.7,17.3,15.8
20170725,1262,10,14.1,6.0,3,29.7,6,1.617,-999,7.4,13.3,957.2,13.5,86.04,18.3,11.6,10.3,eor,15.3,15.8,14.8
20170726,1262,10,16.8,6.9,3,24.7,6,0.0,-999,8.0,14.6,956.67,13.4,94.58,14.6,12.2,11.7,eor,14.7,15.2,13.7
20170727,1262,10,12.9,4.3,3,6.5,6,2.633,-999,6.6,15.6,960.31,15.8,86.79,19.2,10.7,9.4,eor,13.8,14.5,13.2
20170728,1262,10,9.4,3.9,3,0.0,0,3.05,-999,6.3,15.3,963.41,17.3,78.46,20.9,13.6,12.3,eor,14.3,14.5,14.0
20170729,1262,10,8.7,2.1,3,0.0,0,11.883,-999,4.1,16.4,965.16,19.8,73.38,26.8,13.0,10.8,eor,14.3,15.0,13.6
20170730,1262,10,14.4,2.1,3,0.2,6,9.55,-999,5.0,17.8,962.7,22.1,71.13,31.3,13.3,12.2,eor,15.1,15.7,14.6
20170731,1262,10,14.7,2.2,3,0.0,0,9.3,-999,5.5,18.1,965.11,23.0,66.96,30.8,16.2,14.7,eor,16.1,16.7,15.3
20170801,1262,10,21.1,2.4,3,26.5,6,12.767000000000001,-999,2.8,19.8,963.97,24.9,67.88,33.8,14.8,12.6,eor,16.8,17.8,15.6
20170802,1262,10,12.2,2.3,3,0.0,6,10.917,-999,5.0,21.4,967.72,23.6,75.25,30.0,17.3,16.0,eor,18.1,19.3,16.9
20170803,1262,10,9.6,1.7,3,2.1,6,7.433,-999,5.2,21.3,964.21,23.2,76.92,30.0,15.2,14.3,eor,17.9,18.7,16.8
20170804,1262,10,9.3,2.4,3,0.0,0,3.6830000000000003,-999,7.2,21.0,963.91,23.1,75.33,28.0,19.0,17.5,eor,17.7,18.6,16.8
20170805,1262,10,9.6,2.8,3,0.1,6,9.617,-999,4.6,18.2,964.65,23.6,64.0,29.4,17.0,15.5,eor,17.6,18.4,16.7
20170806,1262,10,8.2,2.6,3,0.4,6,1.7169999999999999,-999,6.7,15.2,969.88,17.2,77.92,20.3,10.5,8.3,eor,17.1,18.4,16.7
20170807,1262,10,11.5,3.5,3,0.0,0,11.65,-999,2.5,14.0,967.25,16.3,78.08,22.9,8.3,6.6,eor,16.1,17.1,14.9
20170808,1262,10,12.7,3.0,3,15.9,6,9.367,-999,5.1,16.8,961.36,19.0,78.04,28.4,9.6,7.8,eor,16.1,16.9,15.7
20170809,1262,10,8.9,2.4,3,0.0,0,4.917,-999,6.4,17.6,964.36,19.1,80.71,23.1,15.1,14.6,eor,16.9,17.2,16.3
20170810,1262,10,12.9,3.6,3,16.7,6,0.083,-999,7.0,15.4,965.23,15.0,89.88,17.9,11.5,11.3,eor,15.7,16.3,15.1
20170811,1262,10,9.9,4.2,3,4.0,6,0.083,-999,7.8,13.8,964.52,12.8,93.25,14.7,11.3,11.3,eor,14.3,15.1,13.8
20170812,1262,10,10.8,4.3,3,1.9,6,1.033,-999,6.7,14.0,967.53,14.7,84.21,18.8,10.7,8.6,eor,14.1,14.4,13.8
20170813,1262,10,6.2,1.8,3,0.5,6,6.0329999999999995,-999,4.8,15.2,969.17,16.8,81.08,22.7,10.4,8.6,eor,14.7,15.8,13.9
20170814,1262,10,9.1,3.1,3,0.0,0,13.8,-999,2.5,15.1,968.34,18.5,73.79,25.6,10.4,8.6,eor,15.4,16.2,14.9
20170815,1262,10,11.3,1.4,3,20.4,6,12.15,-999,3.5,16.8,967.15,21.1,70.29,30.0,10.2,9.0,eor,15.9,16.8,15.1
20170816,1262,10,10.8,1.9,3,0.0,0,8.117,-999,6.8,18.2,969.84,19.7,80.71,24.4,14.3,12.6,eor,16.5,17.2,15.8
20170817,1262,10,4.6,1.0,3,0.0,0,9.433,-999,4.9,18.3,967.37,20.5,78.42,27.7,12.2,10.8,eor,16.4,17.0,15.8
20170818,1262,10,27.6,2.8,3,22.6,6,11.933,-999,5.1,19.8,964.28,21.9,77.96,29.1,15.3,13.5,eor,16.6,17.3,15.9
20170819,1262,10,5.7,1.9,3,5.8,6,3.2,-999,6.6,15.7,967.85,16.3,85.46,20.0,12.3,11.2,eor,16,16.7,15.3
20170820,1262,10,7.5,2.5,3,0.0,0,9.232999999999999,-999,4.4,12.4,971.01,15.3,72.58,19.7,11.1,9.3,eor,15.3,15.7,14.8
20170821,1262,10,5.0,1.3,3,0.0,0,7.5,-999,3.8,11.4,971.47,14.3,72.21,19.6,7.3,5.5,eor,15.4,15.9,14.8
20170822,1262,10,5.7,1.0,3,0.0,0,10.982999999999999,-999,2.3,11.2,968.94,13.6,75.38,21.7,5.1,4.0,eor,15.2,16.1,14.2
20170823,1262,10,5.5,1.3,3,0.0,0,10.683,-999,1.9,13.0,966.3,15.7,75.63,24.3,6.5,5.4,eor,15.8,17.1,14.6
20170824,1262,10,15.6,2.4,3,0.0,0,11.117,-999,5.8,17.0,965.97,19.4,76.67,26.9,10.0,9.1,eor,16.7,18.1,15.6
20170825,1262,10,5.1,1.5,3,0.0,0,11.617,-999,2.8,17.8,966.87,20.6,75.79,29.3,11.8,10.3,eor,17.2,18.0,15.8
20170826,1262,10,7.7,1.8,3,0.0,0,10.65,-999,3.4,18.8,965.29,22.2,73.25,30.0,14.3,13.2,eor,17.4,18.5,16.3
20170827,1262,10,7.0,1.9,3,0.9,6,4.65,-999,5.3,18.1,965.83,19.1,82.5,25.8,13.2,11.9,eor,17.2,18.2,16.3
20170828,1262,10,5.8,1.0,3,0.1,6,6.0,-999,3.7,17.7,966.74,18.1,87.17,25.7,12.8,11.0,eor,17.4,18.4,16.5
20170829,1262,10,10.8,2.3,3,0.0,0,10.232999999999999,-999,1.4,16.1,965.24,18.1,80.83,25.3,11.1,9.1,eor,17,18.1,15.8
20170830,1262,10,6.2,1.9,3,0.1,6,11.35,-999,3.1,18.0,961.56,19.7,79.29,28.8,8.7,7.2,eor,17.3,18.9,16.2
20170831,1262,10,12.0,2.8,3,15.0,6,3.667,-999,6.9,18.4,964.25,18.6,86.13,24.8,13.8,13.6,eor,17.2,18.0,16.7
20170901,1262,10,4.1,1.4,3,15.5,6,0.0,-999,8.0,14.7,966.22,13.3,95.79,14.9,11.7,11.5,eor,15.5,16.7,14.6
20170902,1262,10,5.8,1.8,3,3.8,6,0.0,-999,8.0,12.4,965.03,11.5,91.29,13.1,10.4,10.2,eor,14.2,14.6,13.5
20170903,1262,10,8.2,2.3,3,3.7,6,4.65,-999,6.5,11.5,964.68,11.6,84.42,16.9,5.4,4.4,eor,13.4,13.6,13.3
20170904,1262,10,5.7,1.2,3,0.0,0,11.917,-999,1.9,10.4,965.84,11.4,79.92,19.5,3.1,2.3,eor,13.4,13.9,13.0
20170905,1262,10,6.3,2.2,3,0.1,6,1.75,-999,6.7,15.1,968.35,16.0,83.17,21.6,9.5,7.4,eor,13.6,14.1,13.3
20170906,1262,10,11.8,4.3,3,1.0,6,4.183,-999,5.8,15.4,965.4,17.3,78.04,22.1,13.1,12.3,eor,13.7,14.0,13.4
20170907,1262,10,9.3,3.2,3,0.0,6,6.132999999999999,-999,6.3,11.5,965.7,13.8,73.75,17.6,9.6,7.2,eor,13.4,13.6,13.1
20170908,1262,10,9.8,2.0,3,0.0,0,9.232999999999999,-999,4.6,12.0,960.01,13.3,80.79,19.7,7.1,4.5,eor,13.2,13.7,12.6
20170909,1262,10,10.1,2.4,3,5.8,6,1.633,-999,6.9,12.2,952.63,12.3,86.17,19.0,6.4,5.1,eor,13.4,13.7,13.1
20170910,1262,10,6.7,2.3,3,0.8,6,1.067,-999,6.8,12.3,955.82,11.9,88.13,15.6,6.8,4.9,eor,13,13.1,12.8
20170911,1262,10,12.2,3.5,3,0.0,6,3.583,-999,5.1,11.2,953.96,12.3,79.33,18.8,4.3,3.6,eor,13,13.6,12.4
20170912,1262,10,16.8,4.3,3,6.4,6,1.1,-999,6.8,11.2,959.5,12.0,80.21,14.9,9.7,8.8,eor,12.8,13.4,12.5
20170913,1262,10,19.4,6.9,3,0.3,6,1.0170000000000001,-999,6.8,12.3,960.02,14.7,72.96,19.4,8.5,5.5,eor,12.6,13.3,12.0
20170914,1262,10,14.7,6.9,3,3.1,6,3.117,-999,4.3,11.4,958.78,12.7,76.58,19.2,8.7,7.6,eor,12.5,12.8,11.9
20170915,1262,10,10.1,2.3,3,0.4,6,6.567,-999,5.1,9.5,962.5,10.9,74.58,16.4,5.7,2.9,eor,12.1,12.7,11.4
20170916,1262,10,6.5,1.6,3,2.1,6,0.1,-999,7.3,10.9,960.63,9.4,91.71,12.0,4.0,3.4,eor,12.1,12.6,11.6
20170917,1262,10,6.2,1.5,3,0.1,6,3.6830000000000003,-999,6.1,9.8,961.68,9.1,86.29,15.4,3.7,2.3,eor,12,12.4,11.5
20170918,1262,10,8.7,2.9,3,0.0,6,5.55,-999,5.8,9.7,964.45,9.6,82.67,14.9,2.7,1.3,eor,12.3,13.2,11.6
20170919,1262,10,5.7,1.8,3,3.3,6,0.0,-999,7.9,9.9,965.22,9.0,86.21,12.6,2.6,1.7,eor,12.2,12.5,11.8
20170920,1262,10,8.7,2.7,3,0.8,6,1.45,-999,7.3,10.7,968.69,10.0,87.33,14.4,7.5,6.7,eor,11.6,12.0,11.3
20170921,1262,10,4.3,1.3,3,0.0,0,10.4,-999,3.2,10.0,969.19,10.1,82.67,16.6,3.2,1.8,eor,11.6,12.2,10.9
20170922,1262,10,3.6,1.0,3,0.0,6,4.617,-999,3.9,9.8,969.03,8.8,87.17,16.6,1.3,0.8,eor,11.9,12.5,11.2
20170923,1262,10,4.1,1.0,3,0.0,0,5.9,-999,5.5,11.5,969.44,11.7,85.13,19.0,4.5,3.2,eor,12.2,13.1,11.3
20170924,1262,10,5.1,1.1,3,0.0,0,7.85,-999,4.4,11.0,968.6,11.2,83.88,18.4,3.7,2.3,eor,12.5,13.1,11.8
20170925,1262,10,5.5,1.4,3,0.0,0,8.95,-999,2.4,10.2,967.8,9.4,87.17,17.7,2.8,2.0,eor,12.7,13.5,12.1
20170926,1262,10,5.1,1.3,3,0.0,0,6.517,-999,2.6,11.0,969.17,10.0,89.79,18.6,3.6,2.6,eor,12.6,13.5,11.7
20170927,1262,10,4.1,1.1,3,0.0,0,6.867000000000001,-999,4.7,12.2,971.12,12.1,87.25,19.4,4.0,2.6,eor,12.7,13.6,11.8
20170928,1262,10,4.1,0.9,3,0.0,0,5.917000000000001,-999,6.0,12.6,973.0,12.6,87.04,20.4,4.6,3.3,eor,12.8,13.6,12.1
20170929,1262,10,4.6,1.1,3,0.1,6,5.733,-999,7.0,13.7,971.05,14.0,86.38,20.8,6.9,5.9,eor,13,13.6,12.5
20170930,1262,10,11.8,1.9,3,9.6,6,1.45,-999,7.1,14.3,965.7,14.8,86.0,19.5,11.3,9.7,eor,12.9,13.2,12.5
20171001,1262,10,8.4,2.1,3,2.3,6,0.36700000000000005,-999,6.9,12.2,969.43,11.3,90.96,14.0,4.3,3.2,eor,12.8,13.3,12.4
20171002,1262,10,12.2,2.9,3,3.7,6,3.117,-999,6.0,12.3,967.44,12.0,87.38,19.6,2.5,1.1,eor,12.2,12.7,11.7
20171003,1262,10,17.7,4.3,3,7.3,6,3.8,-999,5.0,12.5,966.96,12.2,86.58,15.5,5.8,2.7,eor,12.4,12.7,12.0
20171004,1262,10,9.3,2.6,3,0.0,0,7.632999999999999,-999,6.2,10.2,971.4,10.2,83.0,15.6,3.4,1.4,eor,11.9,12.2,11.4
20171005,1262,10,21.1,7.1,3,4.0,6,8.567,0,5.7,9.8,962.63,13.8,66.0,20.7,8.5,7.1,eor,12.1,12.9,11.3
20171006,1262,10,15.3,5.5,3,1.5,8,5.35,-999,6.2,8.9,966.1,8.9,78.04,12.3,5.9,3.1,eor,11.6,12.2,10.8
20171007,1262,10,12.2,5.8,3,2.2,6,2.8,0,7.5,8.8,968.67,9.6,74.25,12.7,7.4,6.7,eor,10.8,10.9,10.7
20171008,1262,10,17.7,6.7,3,6.6,6,0.05,0,7.8,10.0,965.08,9.8,82.21,11.4,7.7,7.1,eor,10.8,11.0,10.7
20171009,1262,10,7.7,3.1,3,0.5,6,0.16699999999999998,0,7.6,10.4,967.41,10.1,84.75,12.3,7.9,6.8,eor,11.2,11.7,10.6
20171010,1262,10,11.5,4.2,3,0.0,6,1.483,0,7.6,10.4,967.81,11.0,79.54,14.2,6.9,5.3,eor,11.2,11.8,10.9
20171011,1262,10,7.7,2.6,3,0.0,0,8.917,0,4.3,10.5,968.53,11.8,77.5,18.4,4.2,1.9,eor,11.5,12.2,11.0
20171012,1262,10,13.4,3.6,3,0.0,6,4.133,0,5.0,10.8,971.37,11.5,80.33,18.7,2.7,0.6,eor,11.4,12.2,10.7
20171013,1262,10,6.7,1.9,3,0.0,0,9.433,0,5.6,10.7,975.45,11.6,80.13,18.5,4.0,2.1,eor,11.6,12.3,10.9
20171014,1262,10,4.1,1.0,3,0.0,0,10.5,0,1.0,10.3,976.1,10.3,83.17,19.4,2.5,1.2,eor,11.4,12.1,10.7
20171015,1262,10,3.6,0.8,3,0.0,0,10.083,0,0.2,10.5,975.1,10.3,84.83,20.1,2.5,1.7,eor,11.5,12.2,10.7
20171016,1262,10,3.1,0.7,3,0.0,0,10.333,0,0.0,10.5,974.47,11.9,79.21,22.3,2.6,0.8,eor,11.8,12.4,11.0
20171017,1262,10,2.6,0.6,3,0.0,0,9.65,0,2.2,9.9,970.64,10.4,81.13,21.2,2.2,1.1,eor,11.7,12.4,10.8
20171018,1262,10,3.1,0.8,3,0.0,0,9.9,0,4.3,10.3,964.54,10.5,83.0,20.8,2.7,1.4,eor,11.7,12.2,10.9
20171019,1262,10,4.6,1.4,3,0.0,0,9.982999999999999,0,2.9,10.0,963.5,9.1,86.17,18.5,1.3,-0.4,eor,11.5,12.1,10.6
20171020,1262,10,7.2,1.9,3,2.4,6,8.333,0,5.3,10.1,963.93,12.9,71.83,22.3,4.1,3.5,eor,11.5,12.0,10.7
20171021,1262,10,11.3,2.1,3,9.0,6,2.0,0,7.3,12.7,964.87,13.8,81.21,19.3,9.4,6.7,eor,11.7,12.1,11.2
20171022,1262,10,13.5,5.3,3,4.5,6,1.25,0,7.5,9.3,965.45,9.3,79.63,12.2,6.2,5.5,eor,11.3,11.9,11.0
20171023,1262,10,10.8,4.9,3,0.0,6,0.183,0,7.8,8.5,968.07,7.9,80.17,10.0,6.5,5.5,eor,10.5,11.1,10.3
20171024,1262,10,7.2,3.0,3,0.0,0,2.717,0,6.6,9.5,973.42,9.5,81.04,14.3,5.3,2.7,eor,10.3,11.1,9.9
20171025,1262,10,6.0,2.1,3,0.0,0,4.2669999999999995,0,6.7,9.8,972.47,11.0,75.88,17.6,4.5,2.6,eor,10.4,11.5,9.8
20171026,1262,10,5.7,1.8,3,0.0,0,7.517,0,6.8,11.9,972.59,11.8,86.88,18.0,6.7,5.3,eor,10.6,10.9,10.1
20171027,1262,10,14.6,4.4,3,3.4,6,2.4,0,6.4,9.8,970.67,9.8,81.13,13.3,7.2,5.5,eor,10.4,11.1,10.1
20171028,1262,10,18.0,7.5,3,4.9,6,0.833,0,7.5,7.8,969.11,7.8,74.25,10.1,5.1,4.0,eor,9.5,10.5,9.2
20171029,1262,10,26.1,10.7,3,4.2,6,1.9169999999999998,0,5.5,7.7,958.58,7.8,72.21,10.5,2.3,0.5,eor,9.3,9.5,9.2
20171030,1262,10,11.3,4.8,3,0.7,6,1.633,0,5.5,6.7,970.64,4.4,80.08,6.9,0.9,-2.1,eor,8.8,9.2,8.7
20171031,1262,10,4.1,1.7,3,0.0,6,7.35,0,4.0,6.2,973.75,3.3,80.75,9.0,-1.2,-3.5,eor,8.5,8.7,8.3
20171101,1262,10,5.7,1.9,3,0.0,6,0.16699999999999998,0,6.3,7.3,971.0,5.2,82.75,9.5,0.3,-0.9,eor,8.3,8.6,8.0
20171102,1262,10,13.7,3.7,3,0.0,6,4.917,0,6.5,8.3,964.32,8.1,77.58,14.7,0.4,-0.3,eor,8.7,9.4,8.2
20171103,1262,10,5.7,1.7,3,0.0,0,2.017,0,5.1,9.1,964.75,7.9,85.08,12.4,-0.7,-1.8,eor,9.7,10.2,9.2
20171104,1262,10,3.9,1.4,3,0.0,0,4.133,0,7.1,8.6,961.14,5.8,91.67,14.3,0.5,-0.5,eor,9.2,9.7,8.8
20171105,1262,10,14.9,3.2,3,11.0,6,1.7830000000000001,0,6.5,8.2,957.37,5.5,89.79,10.7,-0.2,-1.9,eor,8.7,9.3,8.4
20171106,1262,10,8.2,2.4,3,3.4,6,0.0,0,8.0,7.9,966.39,5.0,90.67,5.9,4.0,3.6,eor,8.4,8.8,7.6
20171107,1262,10,11.0,3.8,3,0.0,6,0.0,0,8.0,8.4,964.1,6.4,87.96,7.8,5.0,5.0,eor,8.2,8.9,7.5
20171108,1262,10,5.7,2.3,3,0.6,6,1.633,0,7.3,7.7,964.17,5.2,86.75,7.1,0.3,-2.1,eor,8.6,9.2,8.2
20171109,1262,10,5.1,1.9,3,0.0,6,0.0,0,7.9,8.2,969.52,6.1,87.71,7.8,4.2,3.2,eor,8.6,9.1,8.2
20171110,1262,10,16.3,6.4,3,2.3,6,0.0,0,8.0,7.6,967.09,6.0,81.38,7.7,5.1,4.3,eor,8.2,8.4,8.1
20171111,1262,10,16.1,6.9,3,11.0,6,0.0,0,7.9,8.1,960.43,5.9,86.29,8.3,3.7,3.0,eor,8.1,8.5,7.9
20171112,1262,10,19.7,5.5,3,14.4,8,0.0,0,8.0,7.8,951.38,5.0,88.67,10.1,1.9,1.3,eor,7.8,8.1,7.6
20171113,1262,10,7.7,3.0,3,0.2,6,0.067,0,6.9,6.1,960.66,2.5,83.54,4.3,-1.6,-4.2,eor,7.5,7.7,7.2
20171114,1262,10,3.6,1.3,3,0.0,0,0.0,0,7.0,5.7,972.38,-0.7,97.83,0.9,-3.6,-5.3,eor,7.4,7.8,7.0
20171115,1262,10,5.1,2.3,3,0.0,8,0.0,0,8.0,5.5,973.75,-0.6,93.96,0.7,-1.5,-1.0,eor,7.3,7.5,6.8
20171116,1262,10,6.3,2.6,3,0.0,6,0.0,0,8.0,5.6,970.89,0.3,89.13,0.9,-0.7,-0.5,eor,7.1,7.5,6.7
20171117,1262,10,7.2,2.0,3,0.0,6,0.0,0,8.0,5.8,972.3,1.6,85.5,3.2,0.2,0.1,eor,7,7.5,6.7
20171118,1262,10,12.2,4.0,3,3.3,8,0.0,0,8.0,6.3,968.32,3.0,83.71,5.2,0.1,-0.5,eor,6.9,7.1,6.8
20171119,1262,10,15.3,7.8,3,0.2,8,1.2670000000000001,0,7.6,6.0,964.32,2.9,79.92,4.8,0.4,0.0,eor,6.7,6.9,6.6
20171120,1262,10,13.4,6.2,3,0.6,8,0.517,0,7.9,5.8,967.6,2.9,77.75,4.7,1.6,1.0,eor,6.5,6.9,6.2
20171121,1262,10,14.9,7.4,3,0.7,6,0.0,0,7.4,7.7,963.54,6.9,77.42,10.2,3.4,-0.7,eor,6.9,7.5,6.4
20171122,1262,10,10.3,2.2,3,0.0,0,8.267000000000001,0,4.0,6.7,961.64,5.6,76.17,15.0,-2.8,-5.3,eor,7.1,7.5,6.8
20171123,1262,10,3.6,1.2,3,0.0,0,6.517,0,5.0,6.3,961.53,3.9,78.04,12.5,-3.8,-6.2,eor,6.4,7.0,6.0
20171124,1262,10,5.7,1.6,3,0.0,0,6.617000000000001,0,6.5,7.2,962.86,7.5,70.67,14.2,-0.3,-2.6,eor,6.5,7.0,6.1
20171125,1262,10,12.2,3.9,3,2.2,8,0.517,0,7.5,7.5,959.3,5.0,86.25,8.5,1.9,-0.8,eor,6.7,7.0,6.5
20171126,1262,10,11.8,5.0,3,0.6,7,0.36700000000000005,0,7.2,5.5,970.28,1.3,82.04,2.9,-0.8,-1.9,eor,6.3,6.9,5.9
20171127,1262,10,15.3,6.4,3,0.0,6,3.233,0,7.2,5.2,970.1,2.5,71.46,4.7,0.4,-0.8,eor,5.6,5.9,5.4
20171128,1262,10,14.1,5.3,3,0.0,6,1.133,0,7.8,6.2,957.65,4.5,73.46,6.6,2.5,1.5,eor,5.8,6.0,5.6
20171129,1262,10,5.5,1.7,3,0.0,8,0.11699999999999999,0,7.9,6.4,953.33,3.0,84.33,4.5,1.4,-0.6,eor,6.3,6.7,5.9
20171130,1262,10,11.7,4.4,3,0.2,8,0.0,0,6.8,5.5,953.08,0.5,87.08,2.0,-2.1,-4.9,eor,5.9,6.5,5.5
20171201,1262,10,3.1,1.3,3,0.0,7,3.033,0,5.7,4.9,959.81,-1.1,86.58,1.8,-5.2,-7.7,eor,5.3,5.7,5.0
20171202,1262,10,8.4,2.4,3,0.0,7,2.15,0,6.8,4.5,969.37,-1.4,81.63,-0.2,-4.5,-7.8,eor,5.1,5.4,4.9
20171203,1262,10,10.1,3.6,3,0.8,7,0.0,0,7.9,4.0,971.6,-1.4,72.54,-0.3,-2.4,-2.4,eor,4.8,5.1,4.7
20171204,1262,10,13.9,7.4,3,1.2,8,0.0,2,8.0,5.7,974.87,0.5,89.13,2.6,-1.7,-1.7,eor,4.9,5.2,4.6
20171205,1262,10,9.9,5.5,3,0.0,6,0.033,0,7.8,6.1,981.19,3.0,80.25,4.7,1.9,1.3,eor,5.4,5.8,4.9
20171206,1262,10,8.6,4.9,3,0.0,0,0.0,0,8.0,5.4,979.7,1.7,78.08,2.9,0.1,-0.1,eor,5.2,5.6,5.0
20171207,1262,10,6.7,2.5,3,2.6,6,5.7170000000000005,0,3.5,5.1,969.88,1.6,75.63,8.4,-2.4,-4.5,eor,4.9,5.3,4.7
20171208,1262,10,16.1,6.1,3,3.8,8,0.0,0,7.8,6.0,959.19,2.8,79.46,6.9,-1.1,-4.2,eor,4.7,4.9,4.6
20171209,1262,10,14.6,6.9,3,0.0,7,1.7830000000000001,0,7.2,4.1,961.69,-1.4,73.83,-0.4,-4.9,-6.7,eor,4.2,4.6,3.8
20171210,1262,10,15.3,4.5,3,4.9,8,2.1830000000000003,-999,6.8,4.2,947.0,-1.6,74.75,6.1,-7.8,-10.4,eor,3.6,4.0,3.3
20171211,1262,10,11.1,3.0,3,2.8,6,0.0,2,7.8,6.1,936.07,2.9,80.54,5.1,0.9,-0.7,eor,4.3,4.8,3.7
20171212,1262,10,12.9,5.4,3,0.0,8,0.0,0,7.5,5.9,955.81,2.6,80.0,5.4,-2.1,-4.0,eor,4.5,5.0,4.3
20171213,1262,10,8.4,3.3,3,2.7,8,6.817,0,4.7,4.6,960.11,0.5,72.58,4.5,-3.5,-5.9,eor,4.1,4.8,3.9
20171214,1262,10,26.9,7.8,3,4.9,8,3.5669999999999997,0,6.9,5.9,947.92,3.8,73.75,7.5,1.2,0.1,eor,4.2,4.4,4.1
20171215,1262,10,13.4,6.1,3,0.0,7,3.8169999999999997,0,6.0,5.7,946.98,2.9,76.29,5.7,-0.3,-2.9,eor,4.4,5.0,4.1
20171216,1262,10,9.3,3.5,3,2.1,8,0.2,0,7.8,5.6,956.37,0.7,87.29,2.9,-1.9,-3.0,eor,4.2,4.5,4.0
