MESS_DATUM,STATIONS_ID,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor,MeanTemp,Max,Min
20180608,1262,10,10.1,2.2,3,0.2,6,7.65,0,5.2,17.8,960.25,20.6,74.92,27.1,15.2,14.1,eor,18.7,20.0,17.5
20180609,1262,10,9.3,3.0,3,19.3,6,8.367,0,4.5,17.9,960.26,19.9,77.79,26.9,14.9,14.0,eor,18.3,19.2,17.0
20180610,1262,10,9.4,2.3,3,0.0,6,11.567,0,3.8,17.8,960.49,21.0,73.17,26.5,15.2,13.4,eor,18.6,19.6,17.9
20180611,1262,10,13.2,2.0,3,0.0,6,10.4,0,4.7,17.3,958.04,21.3,71.04,28.9,13.2,12.0,eor,19.9,20.6,19.0
20180612,1262,10,8.7,2.4,3,38.3,6,2.8169999999999997,0,7.6,17.1,957.07,18.5,81.25,23.9,15.2,15.3,eor,19.1,20.0,18.4
20180613,1262,10,8.6,3.1,3,1.4,6,0.0,0,8.0,13.5,959.37,14.1,83.79,15.6,12.7,12.1,eor,16.6,18.3,14.9
20180614,1262,10,5.7,1.7,3,0.0,0,4.333,0,5.8,10.5,964.59,13.9,67.71,17.7,8.4,6.8,eor,14.9,15.7,14.1
20180615,1262,10,6.2,1.4,3,0.0,0,10.6,0,4.3,11.3,965.05,15.7,66.54,21.8,8.5,7.1,eor,16,17.4,14.5
20180616,1262,10,7.5,1.3,3,0.0,0,14.583,0,1.3,11.8,964.02,17.1,65.17,24.5,7.4,6.0,eor,16.5,17.7,15.0
20180617,1262,10,8.4,2.8,3,1.0,6,6.882999999999999,0,5.8,14.6,965.63,17.9,73.04,23.3,9.7,7.8,eor,16.6,17.6,15.4
20180618,1262,10,8.2,2.7,3,0.0,0,8.7,0,5.0,13.8,970.03,17.9,69.0,22.8,11.1,9.3,eor,17.7,18.5,16.5
20180619,1262,10,7.7,1.9,3,0.0,0,6.5,0,4.7,14.6,972.03,18.1,72.5,24.3,10.0,8.1,eor,17.8,19.2,16.0
20180620,1262,10,10.6,1.7,3,0.0,0,15.117,0,1.3,15.3,969.13,20.5,66.92,26.9,11.7,10.6,eor,18.6,20.0,17.0
20180621,1262,10,13.2,4.0,3,0.0,0,10.232999999999999,0,3.8,14.9,964.19,20.6,63.0,28.5,12.0,10.6,eor,18.8,20.4,17.2
20180622,1262,10,13.5,5.0,3,0.0,0,11.033,0,3.0,7.8,970.5,13.0,52.33,16.8,6.3,4.0,eor,17.7,19.1,16.6
20180623,1262,10,10.3,3.3,3,0.0,6,7.817,0,4.5,9.1,971.45,13.0,62.17,18.2,4.9,2.5,eor,16.1,16.8,15.4
20180624,1262,10,6.2,2.1,3,1.6,6,4.5169999999999995,0,7.2,10.7,968.3,15.3,62.88,19.2,11.1,11.1,eor,16.2,17.1,15.4
20180625,1262,10,5.7,1.8,3,0.0,0,4.117,0,7.0,11.4,969.3,14.8,69.46,19.7,9.5,7.9,eor,16.8,17.5,16.1
20180626,1262,10,7.9,2.0,3,0.0,0,9.45,0,3.2,11.7,969.85,16.4,65.17,22.2,6.9,4.2,eor,16.7,17.7,15.4
20180627,1262,10,12.9,2.7,3,0.5,6,8.6,0,3.8,11.1,968.87,15.7,64.75,22.2,8.5,6.3,eor,17.2,18.2,16.0
20180628,1262,10,10.5,2.3,3,25.0,6,0.0,0,7.8,14.5,966.08,13.7,91.46,15.6,9.0,7.6,eor,16.5,17.2,15.7
20180629,1262,10,8.7,2.1,3,23.1,6,5.35,0,6.9,17.3,963.43,18.4,82.42,24.1,14.6,13.6,eor,15.4,16.1,14.7
20180630,1262,10,8.7,2.6,3,0.0,0,13.6,0,1.6,14.3,962.47,19.2,65.83,24.9,12.6,9.6,eor,16.4,18.0,15.0
20180701,1262,10,8.7,3.3,3,0.0,0,15.45,0,0.0,9.4,964.5,16.4,52.58,21.8,10.4,7.4,eor,17.2,18.1,16.0
20180702,1262,10,7.2,2.4,3,0.0,0,15.333,0,0.0,9.7,963.68,16.2,55.96,23.2,7.7,4.4,eor,17.9,19.1,16.6
20180703,1262,10,8.2,1.8,3,0.0,0,15.0,0,2.8,11.9,964.65,18.1,62.46,26.5,5.7,3.7,eor,18.2,19.3,16.8
20180704,1262,10,10.1,2.3,3,0.0,6,7.75,0,5.3,15.9,964.36,19.3,73.08,26.9,11.7,9.4,eor,18.2,19.2,16.9
20180705,1262,10,17.3,2.9,3,3.7,6,11.232999999999999,0,5.0,15.2,962.53,19.3,70.29,27.6,10.2,8.3,eor,18.1,18.9,17.0
20180706,1262,10,9.3,3.3,3,22.4,6,0.233,0,7.5,17.1,965.73,17.1,88.13,20.4,15.0,14.2,eor,16.7,17.9,15.6
20180707,1262,10,8.7,3.5,3,0.0,0,13.9,0,3.0,13.0,969.38,18.5,65.08,24.3,12.4,10.3,eor,15.7,16.9,14.7
20180708,1262,10,9.3,2.5,3,0.0,0,13.533,0,3.0,12.5,968.45,18.9,60.71,24.8,10.4,8.8,eor,17,18.3,15.9
20180709,1262,10,8.1,1.2,3,0.0,0,10.267000000000001,0,4.0,13.6,966.92,19.1,63.71,25.5,9.6,8.0,eor,18,19.1,16.7
20180710,1262,10,10.6,2.3,3,3.2,6,2.8169999999999997,0,7.2,14.0,963.42,17.3,72.0,23.7,13.4,12.5,eor,17.9,18.9,16.8
20180711,1262,10,8.6,2.6,3,0.0,6,6.517,0,4.6,11.9,963.79,15.0,71.08,19.2,8.4,6.9,eor,17.6,18.3,16.7
20180712,1262,10,8.2,2.4,3,0.0,0,9.667,0,3.0,11.9,965.51,15.7,69.13,22.8,7.4,6.2,eor,17.3,18.7,15.6
20180713,1262,10,5.3,1.5,3,0.0,0,14.183,0,1.5,12.9,967.17,18.7,63.75,26.6,8.3,7.0,eor,18.3,19.5,16.7
20180714,1262,10,11.7,1.6,3,0.0,6,10.067,0,3.0,14.7,966.42,18.8,70.63,26.0,10.3,9.0,eor,18.4,19.2,17.1
20180715,1262,10,14.2,1.9,3,20.7,8,10.283,0,5.2,14.4,964.38,18.0,73.83,27.5,10.8,9.6,eor,18.4,19.0,17.7
20180716,1262,10,7.7,1.6,3,2.4,6,6.7,0,5.2,15.0,962.25,17.7,76.75,23.8,11.2,10.2,eor,19.2,20.2,18.4
20180717,1262,10,13.0,4.0,3,0.0,6,11.617,0,3.0,14.1,963.27,18.8,68.46,26.7,10.7,9.5,eor,19.2,19.9,18.4
20180718,1262,10,7.2,2.9,3,0.0,0,11.017000000000001,0,2.3,14.1,964.79,20.9,59.46,27.3,13.1,10.8,eor,18.9,20.0,17.8
20180719,1262,10,6.7,1.6,3,0.0,0,13.683,0,1.6,12.9,964.75,19.7,60.79,27.6,10.3,8.9,eor,19.3,20.3,18.0
20180720,1262,10,9.1,1.7,3,0.9,6,13.033,-999,3.5,13.8,961.98,21.1,59.67,28.8,9.9,8.5,eor,19.5,20.3,18.4
20180721,1262,10,8.2,3.0,3,22.0,6,0.133,-999,7.9,17.7,960.99,17.7,87.17,20.3,16.2,16.3,eor,19,19.9,18.6
20180722,1262,10,7.0,2.2,3,24.6,6,0.05,0,7.7,18.0,962.43,17.1,92.25,18.8,16.0,15.4,eor,17.8,18.6,17.4
20180723,1262,10,9.4,2.4,3,3.0,6,6.5,0,6.4,17.6,965.26,19.4,80.08,25.7,14.6,13.2,eor,17.9,18.8,16.8
20180724,1262,10,7.0,1.3,3,0.0,0,13.5,0,0.6,16.4,963.83,20.7,70.88,28.2,13.1,11.4,eor,18.7,20.1,17.1
20180725,1262,10,7.0,1.8,3,0.0,0,11.117,0,2.6,16.4,963.18,21.8,66.88,30.3,13.1,11.8,eor,19.7,20.7,18.6
20180726,1262,10,7.7,1.7,3,0.0,0,13.217,0,1.8,16.0,963.82,21.7,65.38,28.6,12.8,11.8,eor,19.8,20.6,18.7
20180727,1262,10,7.2,1.8,3,0.0,6,10.482999999999999,0,2.8,16.9,961.81,22.2,66.33,29.5,15.0,13.3,eor,20.4,21.1,19.6
20180728,1262,10,11.1,2.9,3,0.9,6,10.533,0,4.0,16.8,960.35,22.1,65.92,28.9,13.1,11.9,eor,20.3,20.9,19.8
20180729,1262,10,6.2,1.9,3,0.0,0,11.95,0,5.4,17.0,964.11,22.9,63.21,29.4,16.0,15.1,eor,20.5,21.5,19.8
20180730,1262,10,5.7,1.1,3,0.0,0,13.9,0,1.5,16.7,964.95,23.4,63.25,31.6,14.2,12.8,eor,21.1,21.9,20.4
20180731,1262,10,6.5,1.1,3,0.0,0,14.117,0,0.7,16.9,965.27,24.4,60.71,33.6,14.5,13.2,eor,21.4,22.4,20.7
20180801,1262,10,12.2,1.8,3,0.0,6,10.417,0,3.0,17.3,965.92,25.4,57.0,33.4,15.8,14.8,eor,21.7,22.6,20.9
20180802,1262,10,14.4,3.2,3,0.0,6,11.9,0,3.5,18.8,968.76,23.1,67.54,30.0,17.9,17.0,eor,21.9,22.8,21.1
20180803,1262,10,6.7,1.5,3,0.0,0,11.417,0,3.0,19.7,967.93,23.6,70.75,31.6,15.8,15.2,eor,21.8,22.6,21.1
20180804,1262,10,9.4,1.4,3,0.0,0,12.217,0,3.0,18.2,965.8,24.0,66.29,32.5,15.9,14.7,eor,21.9,22.9,21.2
20180805,1262,10,7.9,2.0,3,0.0,0,12.7,0,2.5,18.2,966.11,23.5,65.88,30.1,15.9,13.9,eor,21.8,22.7,21.3
20180806,1262,10,7.7,2.3,3,0.0,0,13.3,0,4.2,16.1,965.39,22.9,60.58,30.2,14.6,12.6,eor,21.7,22.8,20.8
20180807,1262,10,8.4,2.1,3,0.0,6,7.983,0,4.6,16.9,962.74,23.6,60.46,31.7,15.4,14.0,eor,21.8,22.9,21.2
20180808,1262,10,12.3,2.6,3,0.0,0,12.4,0,3.3,16.5,963.17,23.1,61.42,29.2,14.2,12.9,eor,21.4,22.4,20.7
20180809,1262,10,15.8,2.8,3,8.6,6,12.083,0,3.4,16.4,963.19,23.7,60.92,33.5,14.5,12.7,eor,21.6,22.9,20.7
20180810,1262,10,8.9,2.6,3,6.4,6,0.35,0,6.6,15.2,971.88,15.6,85.25,18.9,10.3,8.7,eor,20.6,21.3,19.1
20180811,1262,10,11.3,2.3,3,0.0,0,12.883,0,3.2,11.9,970.96,16.3,69.0,24.1,8.3,7.5,eor,19,19.9,18.4
20180812,1262,10,10.5,1.7,3,0.0,0,13.732999999999999,0,1.9,13.3,965.21,18.4,67.29,27.9,7.5,5.9,eor,19,20.4,17.9
20180813,1262,10,18.7,2.5,3,9.2,6,8.567,0,4.7,16.4,959.87,20.1,74.29,29.6,12.2,10.2,eor,20,21.5,19.0
20180814,1262,10,10.8,3.7,3,0.0,6,6.483,0,6.1,14.9,963.65,19.8,66.54,24.5,14.9,13.8,eor,20,20.9,19.3
20180815,1262,10,7.2,2.0,3,0.0,0,11.35,0,3.3,14.6,967.96,19.5,66.08,25.3,13.6,11.6,eor,19.8,20.4,19.3
20180816,1262,10,7.5,1.9,3,0.0,0,13.4,0,0.8,14.3,965.56,19.7,66.79,26.6,10.9,9.6,eor,20.1,21.2,19.2
20180817,1262,10,7.4,1.0,3,0.0,0,13.133,0,1.9,13.7,964.0,19.7,64.96,28.4,9.7,8.1,eor,20.3,21.1,19.7
20180818,1262,10,8.2,2.6,3,0.0,0,11.383,0,2.9,16.0,968.11,20.5,68.38,27.2,14.4,12.6,eor,20.3,20.7,19.4
20180819,1262,10,6.2,1.4,3,0.0,0,12.482999999999999,0,1.6,15.0,968.19,21.4,63.88,30.1,13.0,10.9,eor,20.4,20.9,19.9
20180820,1262,10,6.9,2.2,3,0.0,0,12.917,0,1.2,14.4,967.1,22.1,58.25,29.7,14.4,12.3,eor,20.7,21.6,20.1
20180821,1262,10,6.5,1.5,3,0.0,0,12.482999999999999,-999,1.2,15.3,967.19,21.5,63.88,29.7,12.7,11.4,eor,20.7,21.4,20.0
20180822,1262,10,7.2,1.2,3,0.0,0,13.017000000000001,-999,1.0,15.2,965.45,22.0,63.08,31.2,11.9,10.6,eor,21,21.5,20.7
20180823,1262,10,12.5,2.7,3,0.0,6,8.85,-999,5.4,16.7,962.64,21.8,67.17,30.3,13.7,12.5,eor,20.9,21.3,20.5
20180824,1262,10,11.0,3.7,3,4.9,6,1.0,0,6.4,16.5,961.52,17.2,83.83,21.6,13.7,12.4,eor,20.1,20.8,19.2
20180825,1262,10,10.1,3.7,3,1.8,6,0.0,0,7.8,12.2,962.49,13.8,77.63,17.2,10.1,9.7,eor,18.3,19.6,17.2
20180826,1262,10,7.7,2.2,3,0.0,0,8.167,0,5.7,9.9,965.39,12.7,69.46,17.8,7.2,4.4,eor,17,17.5,16.7
20180827,1262,10,9.6,2.6,3,0.0,0,9.817,0,4.0,10.1,964.92,16.1,59.54,24.9,3.6,1.4,eor,17,17.9,16.1
20180828,1262,10,6.5,1.4,3,0.0,0,8.283,0,3.8,14.5,967.12,18.8,69.13,25.2,11.3,8.5,eor,18.4,19.3,17.5
20180829,1262,10,19.4,2.0,3,12.8,6,11.033,0,3.7,14.9,963.41,18.6,73.04,28.0,8.3,6.8,eor,18.9,20.0,18.0
20180830,1262,10,8.2,3.3,3,2.8,6,0.05,0,7.0,15.8,967.18,17.0,81.83,19.9,11.8,10.2,eor,18.7,19.3,18.0
20180831,1262,10,4.6,1.7,3,15.7,6,0.017,0,7.5,14.6,967.52,13.7,92.83,15.2,10.9,9.7,eor,17.1,18.0,16.3
20180901,1262,10,6.2,2.4,3,3.3,6,0.0,0,8.0,13.2,969.39,12.2,92.5,13.3,11.6,11.5,eor,15.7,16.3,15.0
20180902,1262,10,5.3,1.7,3,0.2,6,0.2,0,7.8,14.2,968.1,13.9,89.58,16.7,11.7,11.8,eor,15.3,15.9,15.0
20180903,1262,10,6.0,1.6,3,4.3,6,1.733,0,7.4,15.4,964.06,16.5,83.04,19.7,13.7,13.7,eor,15.9,16.5,15.4
20180904,1262,10,6.2,2.6,3,10.4,6,1.1,0,7.3,16.9,963.97,16.5,90.25,19.9,14.7,13.1,eor,16,16.3,15.7
20180905,1262,10,6.7,1.7,3,0.1,6,11.067,0,1.4,15.9,965.07,16.9,83.79,22.8,9.8,8.8,eor,16.2,17.1,15.4
20180906,1262,10,7.9,1.9,3,0.6,6,8.717,0,4.3,14.4,960.87,17.1,77.42,25.0,10.4,9.5,eor,16.8,17.9,15.7
20180907,1262,10,10.6,2.8,3,2.7,6,3.6,0,7.4,16.1,963.07,17.5,81.46,21.8,15.1,14.0,eor,17,17.7,16.3
20180908,1262,10,4.1,1.3,3,0.0,0,6.95,0,3.5,13.3,968.98,15.6,76.79,21.2,8.9,7.3,eor,16.5,17.2,15.8
20180909,1262,10,5.5,1.1,3,0.0,0,12.267000000000001,0,4.3,12.9,970.09,15.5,76.67,23.9,6.7,5.2,eor,16.6,17.8,15.6
20180910,1262,10,6.7,1.5,3,0.0,0,9.883,0,3.8,13.2,971.35,16.8,72.17,25.1,7.2,5.8,eor,16.9,17.4,16.2
20180911,1262,10,8.1,2.2,3,0.0,0,11.517000000000001,0,6.2,13.8,972.68,18.1,69.67,26.3,9.6,7.7,eor,17.2,17.7,16.5
20180912,1262,10,7.2,1.3,3,0.0,0,12.0,0,1.6,13.9,969.77,18.8,69.13,28.2,8.7,6.7,eor,17.3,17.9,16.4
20180913,1262,10,9.1,2.0,3,11.9,6,3.133,0,6.0,15.8,966.15,18.0,77.67,24.1,10.8,9.3,eor,17.3,17.7,16.8
20180914,1262,10,5.1,1.5,3,1.6,6,3.3169999999999997,0,6.0,15.2,967.73,16.3,82.92,21.0,10.9,9.7,eor,17.3,18.0,16.7
20180915,1262,10,7.2,1.9,3,0.0,0,5.632999999999999,0,4.9,13.5,970.95,15.1,80.08,20.9,7.4,5.3,eor,16.4,17.1,16.0
20180916,1262,10,7.9,1.6,3,0.9,6,10.583,0,4.4,13.0,970.74,14.6,79.58,22.5,5.2,3.7,eor,16.2,16.6,15.6
20180917,1262,10,5.7,1.1,3,0.0,0,10.017000000000001,0,2.8,15.4,968.65,17.7,79.67,25.7,11.1,10.0,eor,17.4,18.3,16.6
20180918,1262,10,9.3,2.0,3,1.5,6,10.6,0,2.5,15.1,966.38,18.7,73.29,27.0,9.8,8.7,eor,17.8,18.3,17.3
20180919,1262,10,6.5,1.6,3,0.0,6,8.15,0,3.1,15.2,969.35,18.2,75.17,25.6,11.6,9.5,eor,17.6,18.2,16.5
20180920,1262,10,5.7,1.3,3,0.0,0,11.667,0,0.4,14.8,967.97,17.9,75.88,26.6,10.0,8.6,eor,17.4,18.4,16.2
20180921,1262,10,18.9,4.2,3,0.6,6,8.867,0,4.8,13.2,962.83,18.0,68.46,28.2,8.2,6.9,eor,17.3,18.2,16.2
20180922,1262,10,7.7,3.3,3,8.6,6,7.933,0,7.0,9.9,970.07,13.2,66.38,17.1,9.3,6.8,eor,16.5,17.0,16.1
20180923,1262,10,25.9,6.4,3,14.5,6,5.067,0,6.3,14.5,962.63,16.4,79.08,25.3,10.1,9.1,eor,16.1,16.8,15.4
20180924,1262,10,12.3,4.6,3,0.0,0,5.65,0,4.0,7.6,977.08,8.9,67.38,13.3,3.6,1.7,eor,15.5,16.2,14.0
20180925,1262,10,6.0,1.9,3,0.0,0,10.15,0,2.0,6.4,983.95,6.1,71.54,11.9,-0.5,-2.5,eor,13.5,14.1,12.8
20180926,1262,10,6.7,1.5,3,0.0,0,10.5,0,3.7,7.2,981.53,7.4,72.46,16.7,-1.1,-3.5,eor,13.3,14.2,12.2
20180927,1262,10,6.2,1.1,3,0.0,0,11.517000000000001,0,0.5,9.3,976.23,10.7,75.46,20.7,0.8,-0.2,eor,14.1,15.0,13.3
20180928,1262,10,9.6,2.4,3,0.0,6,10.5,0,2.3,10.3,969.41,12.8,72.17,20.8,3.1,1.5,eor,14.7,15.6,13.9
20180929,1262,10,9.1,3.5,3,0.0,0,8.232999999999999,0,4.8,7.9,972.17,10.2,64.08,15.1,4.3,-0.3,eor,14.8,15.3,14.2
20180930,1262,10,5.1,1.3,3,9.8,6,11.1,0,0.9,9.0,964.96,9.2,76.13,18.8,-1.2,-3.4,eor,14.1,14.8,13.5
20181001,1262,10,11.0,3.4,3,4.8,6,0.7,0,7.5,9.9,962.74,10.1,80.21,13.4,7.3,6.3,eor,14.1,14.8,13.3
20181002,1262,10,13.4,5.4,3,0.0,6,4.1,0,7.0,7.6,969.51,8.8,67.92,11.5,4.4,3.2,eor,12.5,13.3,12.1
20181003,1262,10,12.1,5.0,3,0.0,6,0.28300000000000003,0,6.9,10.0,972.3,10.5,79.04,13.6,4.3,2.2,eor,12.6,13.3,12.1
20181004,1262,10,5.9,1.4,3,0.0,0,8.232999999999999,0,1.9,9.1,974.33,8.7,83.25,16.4,1.8,0.2,eor,13.2,13.7,12.5
20181005,1262,10,7.7,1.7,3,0.0,0,10.95,0,2.3,9.4,968.89,9.3,81.5,19.0,0.4,-1.2,eor,13.5,14.2,12.6
20181006,1262,10,4.1,1.1,3,0.7,6,8.133,0,6.1,11.7,962.0,12.5,81.46,22.2,3.0,1.7,eor,13.9,14.8,13.2
20181007,1262,10,5.7,1.8,3,0.0,6,0.583,0,6.3,14.1,962.97,14.3,87.29,18.8,9.8,6.7,eor,14.2,14.4,13.9
20181008,1262,10,6.2,2.1,3,0.0,0,3.983,0,4.9,13.2,968.29,12.3,92.08,17.8,6.2,5.4,eor,14.3,14.6,13.8
20181009,1262,10,6.2,1.5,3,0.1,6,2.633,0,4.7,11.9,969.88,10.6,92.46,17.2,5.1,3.9,eor,14.5,15.1,13.8
20181010,1262,10,11.0,3.1,3,0.0,6,6.5329999999999995,0,3.5,12.2,966.64,13.1,82.75,21.3,5.8,5.7,eor,15.1,15.8,14.2
20181011,1262,10,6.9,2.0,3,0.0,6,10.017000000000001,0,1.6,10.7,964.31,13.8,70.5,23.4,4.5,1.0,eor,14.7,15.0,14.4
20181012,1262,10,5.1,1.3,3,0.0,0,10.367,0,1.5,12.4,971.15,14.9,76.25,24.0,7.3,4.7,eor,14.6,15.0,14.2
20181013,1262,10,8.2,2.1,3,0.0,0,10.3,0,0.0,10.6,969.55,12.2,77.71,21.9,4.0,2.6,eor,14.2,14.9,13.8
20181014,1262,10,8.4,2.2,3,0.0,0,10.433,0,0.2,10.2,963.1,12.0,76.33,22.8,2.4,0.8,eor,13.9,14.4,13.6
20181015,1262,10,6.2,1.6,3,0.0,0,9.933,0,1.0,9.6,963.17,11.3,75.92,22.1,3.1,0.3,eor,13.8,15.1,13.3
20181016,1262,10,3.1,0.7,3,0.0,0,10.117,0,1.8,9.6,966.53,10.9,77.58,21.3,1.9,0.3,eor,13.5,14.3,13.0
20181017,1262,10,4.1,0.9,3,0.0,0,9.982999999999999,0,1.0,9.5,966.84,10.3,79.0,20.2,2.2,0.8,eor,13.4,14.0,12.7
20181018,1262,10,3.8,0.8,3,0.0,0,8.667,0,2.3,9.6,967.33,9.1,84.04,18.9,1.6,0.8,eor,13.1,14.1,12.4
20181019,1262,10,5.9,1.2,3,0.0,0,5.8,0,1.9,9.5,969.72,8.0,88.75,17.4,1.4,0.6,eor,12.7,13.7,12.2
20181020,1262,10,4.6,1.4,3,0.0,0,1.433,0,5.1,9.3,974.55,8.3,85.96,15.2,2.6,1.8,eor,12.5,13.5,12.2
20181021,1262,10,9.8,1.9,3,0.0,0,7.267,0,3.2,7.6,974.7,7.6,74.88,13.7,-0.5,-3.4,eor,12.3,12.5,12.0
20181022,1262,10,6.2,1.6,3,0.0,6,9.75,0,2.5,7.0,974.65,6.5,74.38,13.5,-2.8,-4.8,eor,11.7,12.1,11.3
20181023,1262,10,16.7,5.6,3,0.1,6,0.05,-999,7.8,8.7,972.62,10.4,70.5,13.0,7.5,7.4,eor,11.6,12.3,11.0
20181024,1262,10,18.0,8.0,3,3.2,6,0.0,-999,7.9,10.4,968.3,11.0,79.25,12.5,9.2,7.7,eor,11.4,12.0,10.7
20181025,1262,10,10.6,4.3,3,0.0,0,2.133,-999,6.9,11.0,966.73,11.5,80.63,14.1,9.3,8.2,eor,11.9,12.9,11.1
20181026,1262,10,5.5,2.0,3,0.2,6,7.233,0,5.5,9.0,958.55,10.7,71.04,16.0,5.2,2.3,eor,12.4,13.3,12.0
20181027,1262,10,7.4,2.3,3,25.4,6,0.0,0,8.0,8.2,955.89,5.6,89.54,8.2,4.1,4.1,eor,11.7,12.3,10.8
20181028,1262,10,8.4,3.1,3,3.1,6,0.0,0,8.0,7.3,952.76,3.3,94.71,4.4,1.9,1.6,eor,10.3,10.8,9.9
20181029,1262,10,15.1,4.0,3,0.5,6,0.7170000000000001,0,7.7,9.6,945.14,7.3,92.54,14.0,3.2,3.4,eor,10.2,11.1,9.7
20181030,1262,10,19.9,5.9,3,0.0,0,3.2,0,3.7,7.0,948.02,8.4,64.92,14.7,-1.6,-4.0,eor,10.3,10.6,9.9
20181031,1262,10,8.7,2.3,3,0.0,0,5.617000000000001,0,4.8,6.9,963.71,4.7,81.17,12.1,-3.1,-5.2,eor,9.8,10.2,9.4
20181101,1262,3,5.5,1.9,3,0.0,0,1.183,0,5.3,8.3,960.84,7.3,81.29,12.4,2.0,-0.3,eor,9.5,10.3,9.3
20181102,1262,3,3.1,1.2,3,0.3,6,0.483,0,7.3,8.8,969.54,6.3,91.38,10.5,1.0,-0.5,eor,9.6,9.8,9.3
20181103,1262,3,7.7,2.1,3,0.0,6,0.0,0,8.0,10.4,972.01,8.9,90.67,10.7,6.9,6.6,eor,10.1,10.4,9.6
20181104,1262,3,8.2,3.0,3,0.0,6,0.0,0,8.0,11.2,964.45,9.5,94.04,10.0,9.1,8.8,eor,10.6,10.8,10.4
20181105,1262,3,6.7,2.3,3,0.0,0,4.9,0,4.9,11.2,958.12,10.6,88.5,17.9,3.1,0.1,eor,10.9,12.0,10.5
20181106,1262,3,6.7,2.0,3,0.0,0,6.733,0,4.2,10.1,957.38,9.4,85.96,17.7,0.2,-1.7,eor,10.4,11.1,10.1
20181107,1262,3,6.7,2.2,3,0.0,0,7.7170000000000005,0,3.5,9.9,960.63,8.4,89.54,15.3,2.0,0.0,eor,10.7,11.5,10.2
20181108,1262,3,5.9,1.7,3,0.0,0,2.767,0,5.2,9.7,967.71,7.8,91.42,13.4,1.7,-0.1,eor,10.7,11.3,10.2
20181109,1262,3,6.9,2.2,3,0.0,0,0.0,0,8.0,9.8,964.22,7.9,92.21,8.9,6.8,6.9,eor,10.8,11.5,10.2
20181110,1262,3,7.5,2.9,3,0.0,6,3.217,0,6.7,9.6,959.63,7.3,93.83,10.5,5.6,1.2,eor,10.4,11.0,10.3
20181111,1262,3,7.7,2.1,3,0.0,6,3.167,0,5.2,9.5,963.02,7.3,92.96,13.4,1.3,-0.4,eor,10.2,10.6,10.0
20181112,1262,3,5.9,1.9,3,0.0,0,7.1,0,4.0,8.5,967.57,5.6,93.04,12.6,1.1,0.2,eor,10.4,11.5,9.6
20181113,1262,3,8.9,2.4,3,0.2,6,1.733,0,6.1,8.7,974.5,6.2,91.17,11.8,-1.0,-2.3,eor,10.1,11.0,9.4
20181114,1262,3,5.7,2.0,3,0.0,6,0.0,0,6.8,7.5,977.43,2.9,97.54,5.6,-1.9,-3.0,eor,9.7,10.6,9.0
20181115,1262,3,6.0,2.0,3,0.0,6,0.5670000000000001,0,5.5,7.2,974.55,2.8,95.75,5.4,-2.1,-3.3,eor,9.8,10.8,9.2
20181116,1262,3,11.1,2.4,3,0.0,0,4.85,0,1.6,5.6,975.03,0.7,87.5,6.8,-5.2,-6.3,eor,9.2,10.1,8.6
20181117,1262,3,12.9,5.0,3,0.0,0,8.667,0,0.1,5.3,973.77,2.8,71.46,7.4,-1.1,-4.2,eor,8.3,8.6,8.0
20181118,1262,3,10.3,3.6,3,0.1,7,8.517000000000001,0,2.3,5.0,969.06,1.4,74.13,5.6,-2.5,-5.5,eor,7.5,8.0,7.4
20181119,1262,3,13.4,5.7,3,0.0,7,0.0,0,7.9,5.1,959.27,0.0,84.21,0.8,-1.0,-2.1,eor,7.1,7.9,6.8
20181120,1262,3,15.4,5.3,3,0.0,7,7.0,0,3.9,5.5,954.25,1.6,80.04,5.5,-1.9,-6.0,eor,7,7.3,6.6
20181121,1262,3,7.2,2.9,3,0.0,6,0.0,0,8.0,6.0,961.72,0.6,94.08,1.8,-0.7,-0.5,eor,7,7.3,6.7
20181122,1262,3,5.1,1.4,3,0.0,0,0.0,0,7.6,6.2,966.88,1.2,92.54,3.0,-2.0,-3.9,eor,7.7,8.6,6.7
20181123,1262,3,8.5,3.2,3,0.0,6,0.0,0,8.0,6.8,966.08,1.9,97.0,3.5,1.1,1.4,eor,7.8,8.3,7.1
20181124,1262,3,7.2,2.2,3,1.2,6,0.28300000000000003,0,6.9,7.5,961.22,3.6,94.67,7.4,-0.9,-2.6,eor,7.3,7.5,7.0
20181125,1262,3,6.7,2.5,3,0.7,6,0.0,0,8.0,7.1,956.61,2.2,98.88,4.4,0.1,0.0,eor,7.4,7.7,7.2
20181126,1262,3,5.1,1.8,3,18.0,8,0.0,0,8.0,6.7,954.31,1.7,96.58,3.0,0.0,0.0,eor,7.8,8.4,7.3
20181127,1262,3,3.1,1.2,3,2.1,7,0.0,4,8.0,6.1,964.68,0.7,94.58,1.6,-0.2,-1.1,eor,7.6,8.3,7.0
20181128,1262,3,11.0,3.4,3,0.0,0,0.0,0,8.0,5.4,972.34,-0.9,95.21,1.0,-1.9,-1.6,eor,6.8,7.2,6.7
20181129,1262,3,6.9,3.6,3,0.0,6,5.2,0,7.6,4.7,968.91,-1.8,87.21,-0.1,-3.9,-3.5,eor,6.6,7.1,6.2
